,index,song_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2618,5MdjFNsazKd636XhTvOyPz,Vapaa,Kaija Koo,0.537,0.844,10,-3.608,0,0.0427,0.0559,1.66e-06,0.123,0.643,139.926,audio_features,5MdjFNsazKd636XhTvOyPz,spotify:track:5MdjFNsazKd636XhTvOyPz,https://api.spotify.com/v1/tracks/5MdjFNsazKd636XhTvOyPz,https://api.spotify.com/v1/audio-analysis/5MdjFNsazKd636XhTvOyPz,249853,4
2619,1Yx18pGNtat3dcHPgKHfqI,Kaunis rietas onnellinen,Kaija Koo,0.598,0.68,2,-7.894,0,0.0329,0.00366,0.0,0.328,0.469,130.979,audio_features,1Yx18pGNtat3dcHPgKHfqI,spotify:track:1Yx18pGNtat3dcHPgKHfqI,https://api.spotify.com/v1/tracks/1Yx18pGNtat3dcHPgKHfqI,https://api.spotify.com/v1/audio-analysis/1Yx18pGNtat3dcHPgKHfqI,229067,4
2620,1CxCR1nerL2IRJagnNLZIJ,Vanhaa suolaa,Kaija Koo,0.765,0.642,8,-6.569,0,0.0807,0.0718,0.0,0.0669,0.659,93.978,audio_features,1CxCR1nerL2IRJagnNLZIJ,spotify:track:1CxCR1nerL2IRJagnNLZIJ,https://api.spotify.com/v1/tracks/1CxCR1nerL2IRJagnNLZIJ,https://api.spotify.com/v1/audio-analysis/1CxCR1nerL2IRJagnNLZIJ,210760,4
2621,2VknMouOlfDTJW7gDDG19O,Kuka keksi rakkauden,Kaija Koo,0.764,0.497,11,-11.873,1,0.035,0.555,0.0,0.0726,0.76,124.949,audio_features,2VknMouOlfDTJW7gDDG19O,spotify:track:2VknMouOlfDTJW7gDDG19O,https://api.spotify.com/v1/tracks/2VknMouOlfDTJW7gDDG19O,https://api.spotify.com/v1/audio-analysis/2VknMouOlfDTJW7gDDG19O,203200,4
2622,2zviyy3u60LlyJYJb8oqEh,Pummilla Tallinnaan (feat. Mikko),Tuomas Kauhanen,0.704,0.748,4,-5.133,0,0.07,0.00295,3.38e-05,0.148,0.605,94.993,audio_features,2zviyy3u60LlyJYJb8oqEh,spotify:track:2zviyy3u60LlyJYJb8oqEh,https://api.spotify.com/v1/tracks/2zviyy3u60LlyJYJb8oqEh,https://api.spotify.com/v1/audio-analysis/2zviyy3u60LlyJYJb8oqEh,228267,4
2623,7v85atjGP4HqF5pme1ulso,1985,Tuomas Kauhanen,0.754,0.754,0,-4.52,1,0.186,0.0226,0.0,0.0918,0.595,94.992,audio_features,7v85atjGP4HqF5pme1ulso,spotify:track:7v85atjGP4HqF5pme1ulso,https://api.spotify.com/v1/tracks/7v85atjGP4HqF5pme1ulso,https://api.spotify.com/v1/audio-analysis/7v85atjGP4HqF5pme1ulso,220120,4
2624,5HbIX2mD0LCY0NUbIWXa5z,Vanha nainen hunningolla,Erin,0.496,0.664,9,-6.949,1,0.0958,0.5,0.0,0.081,0.607,184.006,audio_features,5HbIX2mD0LCY0NUbIWXa5z,spotify:track:5HbIX2mD0LCY0NUbIWXa5z,https://api.spotify.com/v1/tracks/5HbIX2mD0LCY0NUbIWXa5z,https://api.spotify.com/v1/audio-analysis/5HbIX2mD0LCY0NUbIWXa5z,195347,4
2625,1NqG2cQYqGwWiXr6NZc9Pg,Mä annan sut pois,ABREU,0.426,0.29,2,-11.569,0,0.0377,0.782,0.0,0.116,0.101,121.452,audio_features,1NqG2cQYqGwWiXr6NZc9Pg,spotify:track:1NqG2cQYqGwWiXr6NZc9Pg,https://api.spotify.com/v1/tracks/1NqG2cQYqGwWiXr6NZc9Pg,https://api.spotify.com/v1/audio-analysis/1NqG2cQYqGwWiXr6NZc9Pg,176627,4
2626,5PufGc0zaY5BnSJWgmdFsO,Kylmästä lämpimään,ABREU,0.717,0.907,5,-4.231,0,0.0509,0.18,7.03e-06,0.24,0.966,90.02,audio_features,5PufGc0zaY5BnSJWgmdFsO,spotify:track:5PufGc0zaY5BnSJWgmdFsO,https://api.spotify.com/v1/tracks/5PufGc0zaY5BnSJWgmdFsO,https://api.spotify.com/v1/audio-analysis/5PufGc0zaY5BnSJWgmdFsO,232053,4
2627,5K1UyzpAj1F7vocfOGzHQh,Kukkurukuu,Mariska & Pahat Sudet,0.572,0.515,11,-7.439,0,0.0284,0.114,0.0328,0.119,0.101,123.961,audio_features,5K1UyzpAj1F7vocfOGzHQh,spotify:track:5K1UyzpAj1F7vocfOGzHQh,https://api.spotify.com/v1/tracks/5K1UyzpAj1F7vocfOGzHQh,https://api.spotify.com/v1/audio-analysis/5K1UyzpAj1F7vocfOGzHQh,236093,4
2628,2ABJ0REB7mwS792y1AMrkT,Järjetön rakkaus,Jesse Kaikuranta,0.564,0.695,9,-4.443,1,0.026,0.345,0.0,0.108,0.332,83.0,audio_features,2ABJ0REB7mwS792y1AMrkT,spotify:track:2ABJ0REB7mwS792y1AMrkT,https://api.spotify.com/v1/tracks/2ABJ0REB7mwS792y1AMrkT,https://api.spotify.com/v1/audio-analysis/2ABJ0REB7mwS792y1AMrkT,252680,4
2629,1QXlowTYHcD9gwQWLlMOb4,Näytän sulle rannan,Jesse Kaikuranta,0.413,0.519,7,-7.953,0,0.0443,0.0719,0.0055,0.286,0.406,110.531,audio_features,1QXlowTYHcD9gwQWLlMOb4,spotify:track:1QXlowTYHcD9gwQWLlMOb4,https://api.spotify.com/v1/tracks/1QXlowTYHcD9gwQWLlMOb4,https://api.spotify.com/v1/audio-analysis/1QXlowTYHcD9gwQWLlMOb4,237653,5
2630,0AzAKlEGsBfigjWpp9AOdE,Vie mut kotiin,Jesse Kaikuranta,0.451,0.444,8,-8.593,0,0.0288,0.0446,0.0,0.0974,0.31,159.919,audio_features,0AzAKlEGsBfigjWpp9AOdE,spotify:track:0AzAKlEGsBfigjWpp9AOdE,https://api.spotify.com/v1/tracks/0AzAKlEGsBfigjWpp9AOdE,https://api.spotify.com/v1/audio-analysis/0AzAKlEGsBfigjWpp9AOdE,249013,4
2631,3WiAGAVe9vp2sBShQgJSfi,Syytön,Nylon Beat,0.725,0.886,5,-7.637,1,0.0431,0.069,0.0031,0.16,0.773,122.006,audio_features,3WiAGAVe9vp2sBShQgJSfi,spotify:track:3WiAGAVe9vp2sBShQgJSfi,https://api.spotify.com/v1/tracks/3WiAGAVe9vp2sBShQgJSfi,https://api.spotify.com/v1/audio-analysis/3WiAGAVe9vp2sBShQgJSfi,243507,4
2632,6KnoWZOxQvN9LeeULoNhkK,Vapaus käteen jää,Haloo Helsinki!,0.563,0.751,5,-6.869,1,0.0283,0.0457,0.000251,0.172,0.67,138.022,audio_features,6KnoWZOxQvN9LeeULoNhkK,spotify:track:6KnoWZOxQvN9LeeULoNhkK,https://api.spotify.com/v1/tracks/6KnoWZOxQvN9LeeULoNhkK,https://api.spotify.com/v1/audio-analysis/6KnoWZOxQvN9LeeULoNhkK,242427,4
2633,1ZE6xBeRPrqnGiuw5JXqDM,Maailman Toisella Puolen,Haloo Helsinki!,0.685,0.65,0,-7.546,1,0.0341,0.0117,0.000935,0.101,0.913,125.009,audio_features,1ZE6xBeRPrqnGiuw5JXqDM,spotify:track:1ZE6xBeRPrqnGiuw5JXqDM,https://api.spotify.com/v1/tracks/1ZE6xBeRPrqnGiuw5JXqDM,https://api.spotify.com/v1/audio-analysis/1ZE6xBeRPrqnGiuw5JXqDM,239630,4
2634,1hUOmYBOMhnsi9sE9wRzJJ,Sinä & hän,Happoradio,0.473,0.716,6,-7.36,0,0.0327,0.00833,0.00273,0.243,0.373,112.037,audio_features,1hUOmYBOMhnsi9sE9wRzJJ,spotify:track:1hUOmYBOMhnsi9sE9wRzJJ,https://api.spotify.com/v1/tracks/1hUOmYBOMhnsi9sE9wRzJJ,https://api.spotify.com/v1/audio-analysis/1hUOmYBOMhnsi9sE9wRzJJ,246773,4
2635,1FEfB1MWFo9zWL4AV8h0g2,Ihan hyvät ihmiset,Happoradio,0.491,0.815,8,-4.994,1,0.0424,0.0279,2.54e-05,0.21,0.642,173.997,audio_features,1FEfB1MWFo9zWL4AV8h0g2,spotify:track:1FEfB1MWFo9zWL4AV8h0g2,https://api.spotify.com/v1/tracks/1FEfB1MWFo9zWL4AV8h0g2,https://api.spotify.com/v1/audio-analysis/1FEfB1MWFo9zWL4AV8h0g2,238080,4
2636,69c3OnbUe72uXMjriXIocr,Levoton tyttö,Anssi Kela,0.651,0.822,4,-6.27,0,0.0452,0.058,2.27e-05,0.0847,0.892,168.034,audio_features,69c3OnbUe72uXMjriXIocr,spotify:track:69c3OnbUe72uXMjriXIocr,https://api.spotify.com/v1/tracks/69c3OnbUe72uXMjriXIocr,https://api.spotify.com/v1/audio-analysis/69c3OnbUe72uXMjriXIocr,274920,4
2637,0oAiDfP7RGsShptTVbDGC6,Enemmän duoo ku sooloo,Kuningasidea,0.599,0.638,9,-7.358,0,0.0462,0.0143,0.0,0.298,0.593,92.878,audio_features,0oAiDfP7RGsShptTVbDGC6,spotify:track:0oAiDfP7RGsShptTVbDGC6,https://api.spotify.com/v1/tracks/0oAiDfP7RGsShptTVbDGC6,https://api.spotify.com/v1/audio-analysis/0oAiDfP7RGsShptTVbDGC6,209253,4
2638,3s40pkcGl5V12VA3eHL1cp,Frankenstein,Chisu,0.65,0.565,0,-9.531,1,0.0323,0.00364,0.0137,0.135,0.265,140.098,audio_features,3s40pkcGl5V12VA3eHL1cp,spotify:track:3s40pkcGl5V12VA3eHL1cp,https://api.spotify.com/v1/tracks/3s40pkcGl5V12VA3eHL1cp,https://api.spotify.com/v1/audio-analysis/3s40pkcGl5V12VA3eHL1cp,257547,4
2639,1FxPF4pmAJBAozMQo0WmZX,Parempi mies (feat. Samuli Edelmann),Cheek,0.645,0.675,4,-6.456,0,0.117,0.345,0.0,0.111,0.648,160.274,audio_features,1FxPF4pmAJBAozMQo0WmZX,spotify:track:1FxPF4pmAJBAozMQo0WmZX,https://api.spotify.com/v1/tracks/1FxPF4pmAJBAozMQo0WmZX,https://api.spotify.com/v1/audio-analysis/1FxPF4pmAJBAozMQo0WmZX,242747,4
2640,5IOdSbqM0p4Ih8dLvLqb7H,Viistäköön siipeni maata,Elonkerjuu,0.653,0.693,9,-5.843,1,0.033,0.0776,0.0,0.43,0.59,110.264,audio_features,5IOdSbqM0p4Ih8dLvLqb7H,spotify:track:5IOdSbqM0p4Ih8dLvLqb7H,https://api.spotify.com/v1/tracks/5IOdSbqM0p4Ih8dLvLqb7H,https://api.spotify.com/v1/audio-analysis/5IOdSbqM0p4Ih8dLvLqb7H,207680,4
2641,0YNRuUs98aDSQ73UZ2kWAN,Niille joil on paha olla,Cheek,0.446,0.632,10,-7.216,0,0.139,0.00338,0.0,0.145,0.125,89.345,audio_features,0YNRuUs98aDSQ73UZ2kWAN,spotify:track:0YNRuUs98aDSQ73UZ2kWAN,https://api.spotify.com/v1/tracks/0YNRuUs98aDSQ73UZ2kWAN,https://api.spotify.com/v1/audio-analysis/0YNRuUs98aDSQ73UZ2kWAN,255640,4
2642,5373WQjhIPPJ8XGTCZLDfJ,Pahempi toistaan,Apulanta,0.604,0.896,2,-3.968,1,0.0705,0.000788,1.21e-05,0.163,0.439,126.984,audio_features,5373WQjhIPPJ8XGTCZLDfJ,spotify:track:5373WQjhIPPJ8XGTCZLDfJ,https://api.spotify.com/v1/tracks/5373WQjhIPPJ8XGTCZLDfJ,https://api.spotify.com/v1/audio-analysis/5373WQjhIPPJ8XGTCZLDfJ,309307,4
2643,6tWkih8APzYomKoNEdoExg,Paha ihminen,Apulanta,0.572,0.929,2,-3.653,1,0.101,0.0103,0.0,0.146,0.407,130.739,audio_features,6tWkih8APzYomKoNEdoExg,spotify:track:6tWkih8APzYomKoNEdoExg,https://api.spotify.com/v1/tracks/6tWkih8APzYomKoNEdoExg,https://api.spotify.com/v1/audio-analysis/6tWkih8APzYomKoNEdoExg,205680,4
2644,5YlP1QcekGfq8FBqAR9Hlf,Sokka irti,Cheek,0.842,0.888,1,-3.925,1,0.109,0.065,0.0,0.0582,0.673,117.943,audio_features,5YlP1QcekGfq8FBqAR9Hlf,spotify:track:5YlP1QcekGfq8FBqAR9Hlf,https://api.spotify.com/v1/tracks/5YlP1QcekGfq8FBqAR9Hlf,https://api.spotify.com/v1/audio-analysis/5YlP1QcekGfq8FBqAR9Hlf,207520,4
2645,3XJy8rpkOM4GWtuS3NZtZC,Ei mitään hätää,Samuli Edelmann,0.753,0.568,11,-5.481,0,0.0342,0.101,0.00479,0.0816,0.93,124.02,audio_features,3XJy8rpkOM4GWtuS3NZtZC,spotify:track:3XJy8rpkOM4GWtuS3NZtZC,https://api.spotify.com/v1/tracks/3XJy8rpkOM4GWtuS3NZtZC,https://api.spotify.com/v1/audio-analysis/3XJy8rpkOM4GWtuS3NZtZC,221840,4
2646,0vFOqJKYt0o5VDN8kzxHiq,Pettävällä Jäällä,Yö,0.488,0.756,11,-5.11,0,0.0347,0.0921,0.0,0.325,0.389,116.029,audio_features,0vFOqJKYt0o5VDN8kzxHiq,spotify:track:0vFOqJKYt0o5VDN8kzxHiq,https://api.spotify.com/v1/tracks/0vFOqJKYt0o5VDN8kzxHiq,https://api.spotify.com/v1/audio-analysis/0vFOqJKYt0o5VDN8kzxHiq,273813,4
2647,3GAiPVhqcrvACk5nef8XQN,Niks ja naks,STIG,0.608,0.596,6,-8.859,0,0.0262,0.0909,0.0,0.101,0.55,104.998,audio_features,3GAiPVhqcrvACk5nef8XQN,spotify:track:3GAiPVhqcrvACk5nef8XQN,https://api.spotify.com/v1/tracks/3GAiPVhqcrvACk5nef8XQN,https://api.spotify.com/v1/audio-analysis/3GAiPVhqcrvACk5nef8XQN,217453,4
2648,5vM60qNWt0ypvZWM1W8q65,Viheltelen,STIG,0.705,0.859,3,-5.959,0,0.0287,0.00104,9.48e-06,0.143,0.963,133.99,audio_features,5vM60qNWt0ypvZWM1W8q65,spotify:track:5vM60qNWt0ypvZWM1W8q65,https://api.spotify.com/v1/tracks/5vM60qNWt0ypvZWM1W8q65,https://api.spotify.com/v1/audio-analysis/5vM60qNWt0ypvZWM1W8q65,212987,4
2649,1Us4bURsaNxf42NTkhs9kZ,Tänään Lähtee,Elokuu,0.641,0.681,1,-5.41,0,0.307,0.101,0.0,0.0853,0.689,190.088,audio_features,1Us4bURsaNxf42NTkhs9kZ,spotify:track:1Us4bURsaNxf42NTkhs9kZ,https://api.spotify.com/v1/tracks/1Us4bURsaNxf42NTkhs9kZ,https://api.spotify.com/v1/audio-analysis/1Us4bURsaNxf42NTkhs9kZ,191187,4
2650,1NMludJsG9lsiEi8gL7ftN,Kolme pientä sanaa,Anna Puu,0.556,0.443,2,-10.114,1,0.0308,0.157,0.00139,0.104,0.371,191.893,audio_features,1NMludJsG9lsiEi8gL7ftN,spotify:track:1NMludJsG9lsiEi8gL7ftN,https://api.spotify.com/v1/tracks/1NMludJsG9lsiEi8gL7ftN,https://api.spotify.com/v1/audio-analysis/1NMludJsG9lsiEi8gL7ftN,228880,4
2651,77eZAxAgS66XFjnGgVWU7E,Before I Marry You,Kim Herold,0.68,0.775,9,-6.069,1,0.0291,0.0843,0.0,0.265,0.95,144.037,audio_features,77eZAxAgS66XFjnGgVWU7E,spotify:track:77eZAxAgS66XFjnGgVWU7E,https://api.spotify.com/v1/tracks/77eZAxAgS66XFjnGgVWU7E,https://api.spotify.com/v1/audio-analysis/77eZAxAgS66XFjnGgVWU7E,225187,4
2652,3Q5ib47P7JXngC6rPYI6Kb,Social Butterfly,Kim Herold,0.73,0.655,9,-5.161,1,0.0743,0.163,0.00022,0.0991,0.73,81.038,audio_features,3Q5ib47P7JXngC6rPYI6Kb,spotify:track:3Q5ib47P7JXngC6rPYI6Kb,https://api.spotify.com/v1/tracks/3Q5ib47P7JXngC6rPYI6Kb,https://api.spotify.com/v1/audio-analysis/3Q5ib47P7JXngC6rPYI6Kb,220600,4
2653,67DTK1UWm1Q7t7RNB0rfAB,Paremmat päivät,Juha Tapio,0.522,0.907,4,-6.331,1,0.0456,0.00444,0.0,0.344,0.713,140.895,audio_features,67DTK1UWm1Q7t7RNB0rfAB,spotify:track:67DTK1UWm1Q7t7RNB0rfAB,https://api.spotify.com/v1/tracks/67DTK1UWm1Q7t7RNB0rfAB,https://api.spotify.com/v1/audio-analysis/67DTK1UWm1Q7t7RNB0rfAB,196893,4
2654,2bbZmvkT3PgpIOM6GwFRTa,Yhtä en saa,Jonna Tervomaa,0.524,0.868,0,-5.84,0,0.0355,0.00126,0.0,0.0804,0.359,112.061,audio_features,2bbZmvkT3PgpIOM6GwFRTa,spotify:track:2bbZmvkT3PgpIOM6GwFRTa,https://api.spotify.com/v1/tracks/2bbZmvkT3PgpIOM6GwFRTa,https://api.spotify.com/v1/audio-analysis/2bbZmvkT3PgpIOM6GwFRTa,232173,4
2655,6VBveQkUXkjjUF773F2W50,Minä toivon,Jonna Tervomaa,0.605,0.69,11,-5.074,1,0.0255,0.432,0.0,0.285,0.722,110.0,audio_features,6VBveQkUXkjjUF773F2W50,spotify:track:6VBveQkUXkjjUF773F2W50,https://api.spotify.com/v1/tracks/6VBveQkUXkjjUF773F2W50,https://api.spotify.com/v1/audio-analysis/6VBveQkUXkjjUF773F2W50,214733,4
2656,7BGprWocWmRdWww8709Rd2,Ravistettava ennen käyttöä,Apulanta,0.558,0.934,4,-4.92,0,0.0709,0.000267,0.000215,0.0643,0.675,144.047,audio_features,7BGprWocWmRdWww8709Rd2,spotify:track:7BGprWocWmRdWww8709Rd2,https://api.spotify.com/v1/tracks/7BGprWocWmRdWww8709Rd2,https://api.spotify.com/v1/audio-analysis/7BGprWocWmRdWww8709Rd2,216800,4
2657,26aOf1vcdpzud4nbiR802E,Let Go,Redrama,0.723,0.808,9,-4.254,1,0.12,0.0222,1.48e-06,0.0873,0.798,91.065,audio_features,26aOf1vcdpzud4nbiR802E,spotify:track:26aOf1vcdpzud4nbiR802E,https://api.spotify.com/v1/tracks/26aOf1vcdpzud4nbiR802E,https://api.spotify.com/v1/audio-analysis/26aOf1vcdpzud4nbiR802E,247813,4
2658,6YUm2pbTek6CkxUd1RGwYm,Forever Yours,Sunrise Avenue,0.474,0.888,5,-5.826,1,0.0624,0.00048,0.0,0.338,0.323,158.062,audio_features,6YUm2pbTek6CkxUd1RGwYm,spotify:track:6YUm2pbTek6CkxUd1RGwYm,https://api.spotify.com/v1/tracks/6YUm2pbTek6CkxUd1RGwYm,https://api.spotify.com/v1/audio-analysis/6YUm2pbTek6CkxUd1RGwYm,202413,4
2659,2vk8M5Bccca791yehVlWGw,I Help You Hate Me,Sunrise Avenue,0.624,0.65,7,-5.116,1,0.0281,0.000185,0.0,0.442,0.45,103.054,audio_features,2vk8M5Bccca791yehVlWGw,spotify:track:2vk8M5Bccca791yehVlWGw,https://api.spotify.com/v1/tracks/2vk8M5Bccca791yehVlWGw,https://api.spotify.com/v1/audio-analysis/2vk8M5Bccca791yehVlWGw,189637,4
2660,4DPoVuY0g15PD6QOe9opKc,Fairytale Gone Bad,Sunrise Avenue,0.676,0.58,10,-7.866,0,0.039,0.0472,0.0,0.0916,0.547,138.029,audio_features,4DPoVuY0g15PD6QOe9opKc,spotify:track:4DPoVuY0g15PD6QOe9opKc,https://api.spotify.com/v1/tracks/4DPoVuY0g15PD6QOe9opKc,https://api.spotify.com/v1/audio-analysis/4DPoVuY0g15PD6QOe9opKc,213213,4
2661,6sy7VE6RS6RB432hENgb6X,Pauhaava sydän,Lauri Tähkä & Elonkerjuu,0.602,0.884,8,-4.935,0,0.0396,0.0621,0.0,0.263,0.923,142.699,audio_features,6sy7VE6RS6RB432hENgb6X,spotify:track:6sy7VE6RS6RB432hENgb6X,https://api.spotify.com/v1/tracks/6sy7VE6RS6RB432hENgb6X,https://api.spotify.com/v1/audio-analysis/6sy7VE6RS6RB432hENgb6X,201800,4
2662,76TfB8MmmMuwuLLa4QLtBp,Viisaus ei asu meissä,Apulanta,0.608,0.973,1,-4.397,0,0.155,0.000182,0.0,0.0345,0.594,133.033,audio_features,76TfB8MmmMuwuLLa4QLtBp,spotify:track:76TfB8MmmMuwuLLa4QLtBp,https://api.spotify.com/v1/tracks/76TfB8MmmMuwuLLa4QLtBp,https://api.spotify.com/v1/audio-analysis/76TfB8MmmMuwuLLa4QLtBp,186440,4
2663,4Iw1FkPC0KJb57mDk56EGw,I Don't Dance,Sunrise Avenue,0.542,0.847,9,-5.389,0,0.0562,0.000187,1.91e-05,0.104,0.488,145.005,audio_features,4Iw1FkPC0KJb57mDk56EGw,spotify:track:4Iw1FkPC0KJb57mDk56EGw,https://api.spotify.com/v1/tracks/4Iw1FkPC0KJb57mDk56EGw,https://api.spotify.com/v1/audio-analysis/4Iw1FkPC0KJb57mDk56EGw,204867,4
2664,5Wj80tZOLSNZ5gaiv0Zxpe,Liekki,Mariska & Pahat Sudet,0.414,0.958,5,-4.879,1,0.12,0.0751,0.0226,0.0874,0.761,119.616,audio_features,5Wj80tZOLSNZ5gaiv0Zxpe,spotify:track:5Wj80tZOLSNZ5gaiv0Zxpe,https://api.spotify.com/v1/tracks/5Wj80tZOLSNZ5gaiv0Zxpe,https://api.spotify.com/v1/audio-analysis/5Wj80tZOLSNZ5gaiv0Zxpe,207587,4
2665,3FIM2wwsrzS0WupBdR90bm,Julia,Neljänsuora,0.615,0.85,6,-5.11,0,0.0286,0.0191,5.48e-06,0.105,0.888,131.985,audio_features,3FIM2wwsrzS0WupBdR90bm,spotify:track:3FIM2wwsrzS0WupBdR90bm,https://api.spotify.com/v1/tracks/3FIM2wwsrzS0WupBdR90bm,https://api.spotify.com/v1/audio-analysis/3FIM2wwsrzS0WupBdR90bm,209560,4
2666,3mf2T6dQQzalD2GpM4t7Ic,Molly the Murderer,Sturm und Drang,0.456,0.726,8,-7.026,1,0.0362,0.00102,0.0,0.113,0.359,73.046,audio_features,3mf2T6dQQzalD2GpM4t7Ic,spotify:track:3mf2T6dQQzalD2GpM4t7Ic,https://api.spotify.com/v1/tracks/3mf2T6dQQzalD2GpM4t7Ic,https://api.spotify.com/v1/audio-analysis/3mf2T6dQQzalD2GpM4t7Ic,256533,4
2667,15a778VDNPnVCJlDfhMvTk,Kuka tahansa kelpaa,Samuli Putro,0.577,0.747,11,-7.444,0,0.0317,0.00107,0.00417,0.164,0.933,128.984,audio_features,15a778VDNPnVCJlDfhMvTk,spotify:track:15a778VDNPnVCJlDfhMvTk,https://api.spotify.com/v1/tracks/15a778VDNPnVCJlDfhMvTk,https://api.spotify.com/v1/audio-analysis/15a778VDNPnVCJlDfhMvTk,257173,4
2668,7e5ZEVtvukZpgf0pl6Hgsl,Levottomat Tuulet,DISCO,0.687,0.536,6,-7.59,0,0.0295,0.2,0.00314,0.0859,0.564,143.963,audio_features,7e5ZEVtvukZpgf0pl6Hgsl,spotify:track:7e5ZEVtvukZpgf0pl6Hgsl,https://api.spotify.com/v1/tracks/7e5ZEVtvukZpgf0pl6Hgsl,https://api.spotify.com/v1/audio-analysis/7e5ZEVtvukZpgf0pl6Hgsl,235253,4
2669,42POGazaVnb5Dts9VhhjRX,Tuntematon potilas,Arttu Wiskari,0.71,0.647,2,-6.894,0,0.0298,0.143,0.0,0.134,0.322,114.009,audio_features,42POGazaVnb5Dts9VhhjRX,spotify:track:42POGazaVnb5Dts9VhhjRX,https://api.spotify.com/v1/tracks/42POGazaVnb5Dts9VhhjRX,https://api.spotify.com/v1/audio-analysis/42POGazaVnb5Dts9VhhjRX,238973,4
2670,2BzvNHbzxxDXj7Q9MKMx8a,Ei mitään hätää,Samuli Edelmann,0.753,0.568,11,-5.481,0,0.0342,0.101,0.00481,0.0816,0.93,124.022,audio_features,2BzvNHbzxxDXj7Q9MKMx8a,spotify:track:2BzvNHbzxxDXj7Q9MKMx8a,https://api.spotify.com/v1/tracks/2BzvNHbzxxDXj7Q9MKMx8a,https://api.spotify.com/v1/audio-analysis/2BzvNHbzxxDXj7Q9MKMx8a,221840,4
2671,7b84lL2KIP0ZGBuvR0mYy6,Taivas itkee hiljaa - Single Edit,Jonne Aaron,0.44,0.513,7,-8.988,1,0.0263,0.0546,0.0,0.0914,0.351,82.911,audio_features,7b84lL2KIP0ZGBuvR0mYy6,spotify:track:7b84lL2KIP0ZGBuvR0mYy6,https://api.spotify.com/v1/tracks/7b84lL2KIP0ZGBuvR0mYy6,https://api.spotify.com/v1/audio-analysis/7b84lL2KIP0ZGBuvR0mYy6,275067,4
2672,6YTpAbaIbUcz99cGBz6VQC,Aito rakkaus,Juha Tapio,0.771,0.584,7,-6.613,1,0.0268,0.042,0.0,0.0985,0.852,104.007,audio_features,6YTpAbaIbUcz99cGBz6VQC,spotify:track:6YTpAbaIbUcz99cGBz6VQC,https://api.spotify.com/v1/tracks/6YTpAbaIbUcz99cGBz6VQC,https://api.spotify.com/v1/audio-analysis/6YTpAbaIbUcz99cGBz6VQC,208453,4
2673,7x1IRiRLt7uMGKUZTQ6ZFh,Armo,Apulanta,0.393,0.754,8,-5.083,0,0.0335,0.000242,0.0,0.102,0.389,74.474,audio_features,7x1IRiRLt7uMGKUZTQ6ZFh,spotify:track:7x1IRiRLt7uMGKUZTQ6ZFh,https://api.spotify.com/v1/tracks/7x1IRiRLt7uMGKUZTQ6ZFh,https://api.spotify.com/v1/audio-analysis/7x1IRiRLt7uMGKUZTQ6ZFh,260760,4
2674,45lOs0HaopSXIvoyTcLi2r,Vihdoin vapaa,Kristal,0.599,0.726,5,-5.284,1,0.0396,0.0477,2.88e-06,0.111,0.474,140.025,audio_features,45lOs0HaopSXIvoyTcLi2r,spotify:track:45lOs0HaopSXIvoyTcLi2r,https://api.spotify.com/v1/tracks/45lOs0HaopSXIvoyTcLi2r,https://api.spotify.com/v1/audio-analysis/45lOs0HaopSXIvoyTcLi2r,234227,4
2675,41KJjjh0VP2q9G0Na1ewdu,Pätkätöis,Uniikki,0.566,0.852,11,-4.029,1,0.273,0.0513,0.0,0.334,0.393,179.964,audio_features,41KJjjh0VP2q9G0Na1ewdu,spotify:track:41KJjjh0VP2q9G0Na1ewdu,https://api.spotify.com/v1/tracks/41KJjjh0VP2q9G0Na1ewdu,https://api.spotify.com/v1/audio-analysis/41KJjjh0VP2q9G0Na1ewdu,233000,4
2676,3PzwhHrldnsvsAWUY9gDKL,Paska Kesä,Nost3 & Protro,0.847,0.668,0,-6.043,1,0.124,0.0271,0.0,0.216,0.779,119.96,audio_features,3PzwhHrldnsvsAWUY9gDKL,spotify:track:3PzwhHrldnsvsAWUY9gDKL,https://api.spotify.com/v1/tracks/3PzwhHrldnsvsAWUY9gDKL,https://api.spotify.com/v1/audio-analysis/3PzwhHrldnsvsAWUY9gDKL,196413,4
2677,4av23xakV8xRxCubJ7Qc9A,Perhosefekti,Timi Lexikon,0.737,0.563,3,-7.159,0,0.139,0.0098,0.0,0.61,0.831,128.101,audio_features,4av23xakV8xRxCubJ7Qc9A,spotify:track:4av23xakV8xRxCubJ7Qc9A,https://api.spotify.com/v1/tracks/4av23xakV8xRxCubJ7Qc9A,https://api.spotify.com/v1/audio-analysis/4av23xakV8xRxCubJ7Qc9A,215413,4
2678,5YZd0Gj1GwXsAjgXoEInlX,Jippikayjei,Cheek,0.834,0.782,8,-4.974,0,0.0843,0.0183,0.0,0.0644,0.424,111.991,audio_features,5YZd0Gj1GwXsAjgXoEInlX,spotify:track:5YZd0Gj1GwXsAjgXoEInlX,https://api.spotify.com/v1/tracks/5YZd0Gj1GwXsAjgXoEInlX,https://api.spotify.com/v1/audio-analysis/5YZd0Gj1GwXsAjgXoEInlX,203827,4
